,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year
0,1,Precious Achiuwa,C,23,TOR,20,0,18.2,2.9,7.0,.407,0.5,2.3,.200,2.4,4.8,.505,.439,1.9,2.4,.809,1.5,3.8,5.3,1.0,0.5,0.6,1.1,1.6,8.1,2023
1,2,Steven Adams,C,29,MEM,39,39,26.8,3.6,6.1,.594,0.0,0.0,.000,3.6,6.1,.597,.594,1.0,2.8,.342,4.9,6.4,11.3,2.3,0.8,1.2,1.9,2.3,8.3,2023
2,3,Bam Adebayo,C,25,MIA,40,40,35.1,8.6,16.1,.536,0.0,0.3,.100,8.6,15.8,.543,.537,4.2,5.2,.804,2.9,7.3,10.1,3.1,1.1,0.9,2.8,3.0,21.4,2023
3,4,Ochai Agbaji,SG,22,UTA,24,0,12.1,1.5,3.2,.481,0.7,1.8,.381,0.9,1.5,.600,.584,0.3,0.6,.571,0.5,0.9,1.4,0.4,0.1,0.1,0.2,1.1,4.1,2023
4,5,Santi Aldama,PF,22,MEM,40,16,22.7,3.4,7.0,.482,1.3,3.5,.374,2.1,3.5,.589,.575,1.4,2.0,.722,1.2,3.8,5.0,1.3,0.7,0.8,0.7,2.2,9.5,2023
5,6,Nickeil Alexander-Walker,SG,24,UTA,32,3,15.9,2.5,5.2,.488,1.1,2.7,.395,1.5,2.5,.588,.590,0.8,1.1,.686,0.3,1.6,1.8,2.2,0.7,0.4,1.3,1.8,6.9,2023
6,7,Grayson Allen,SG,27,MIL,40,38,27.2,3.4,7.7,.437,1.8,4.7,.392,1.6,3.1,.504,.555,1.8,2.0,.901,0.9,2.7,3.6,2.7,0.8,0.2,1.1,1.5,10.4,2023
7,8,Jarrett Allen,C,24,CLE,38,38,33.1,5.6,8.9,.630,0.0,0.2,.000,5.6,8.7,.644,.630,2.7,3.7,.725,3.1,6.7,9.8,1.7,0.8,1.2,1.4,2.2,13.9,2023
8,9,Jose Alvarado,PG,24,NOP,43,8,21.5,3.3,8.1,.410,1.4,4.1,.337,1.9,4.0,.485,.496,1.1,1.4,.787,0.4,2.0,2.5,3.2,1.3,0.1,1.4,2.0,9.2,2023
9,10,Kyle Anderson,PF,29,MIN,34,19,26.0,2.9,5.9,.490,0.5,1.3,.400,2.4,4.6,.516,.535,1.6,2.1,.786,0.6,3.8,4.4,3.9,1.2,0.8,1.4,2.1,8.0,2023
10,11,Giannis Antetokounmpo,PF,28,MIL,35,35,33.7,10.9,20.8,.524,0.7,2.9,.245,10.2,17.9,.569,.541,8.5,12.9,.653,2.3,9.7,11.9,5.3,0.8,0.9,4.0,3.5,31.0,2023
11,12,Thanasis Antetokounmpo,SF,30,MIL,20,0,4.3,0.2,0.7,.214,0.0,0.2,.000,0.2,0.5,.300,.214,0.2,0.3,.500,0.3,0.7,1.0,0.2,0.1,0.2,0.4,0.4,0.5,2023
12,13,Cole Anthony,PG,22,ORL,26,3,26.0,3.9,9.6,.406,1.1,3.5,.308,2.8,6.1,.462,.462,2.6,2.9,.893,0.6,3.9,4.5,4.3,0.7,0.4,1.6,3.0,11.4,2023
13,14,OG Anunoby,SF,25,TOR,40,40,37.0,6.7,14.4,.463,2.0,5.4,.363,4.7,9.0,.522,.530,2.7,3.2,.828,1.6,4.2,5.8,2.2,2.2,0.8,2.3,3.2,17.9,2023
14,15,Ryan Arcidiacono,PG,28,NYK,10,0,2.5,0.1,0.5,.200,0.1,0.3,.333,0.0,0.2,.000,.300,0.0,0.0,,0.0,0.4,0.4,0.2,0.2,0.0,0.1,0.3,0.3,2023
15,16,Deni Avdija,SF,22,WAS,42,30,25.7,2.9,6.9,.424,0.8,3.0,.274,2.1,4.0,.536,.483,1.4,1.7,.792,1.0,4.9,6.0,2.6,0.7,0.5,1.5,3.0,8.0,2023
16,17,Deandre Ayton,C,24,PHO,39,39,29.6,7.6,13.0,.584,0.2,0.6,.318,7.4,12.4,.596,.591,2.0,2.7,.733,2.8,6.9,9.7,2.1,0.5,0.7,2.1,2.8,17.3,2023
17,18,Udoka Azubuike,C,23,UTA,15,0,4.2,0.8,0.9,.857,0.0,0.0,,0.8,0.9,.857,.857,0.1,0.4,.333,0.7,1.1,1.8,0.3,0.1,0.2,0.2,0.3,1.7,2023
18,19,Marvin Bagley III,C,23,DET,25,13,21.3,4.3,8.0,.537,0.4,1.3,.273,4.0,6.7,.589,.560,1.6,2.1,.769,2.1,3.8,5.9,0.6,0.5,0.7,0.9,2.0,10.6,2023
19,20,Patrick Baldwin Jr.,SF,20,GSW,14,0,8.4,1.8,4.1,.431,1.4,3.3,.435,0.4,0.9,.417,.603,0.2,0.3,.750,0.0,1.5,1.5,0.2,0.4,0.1,0.4,0.5,5.2,2023
20,21,LaMelo Ball,PG,21,CHO,21,21,34.8,8.5,20.5,.415,4.1,11.0,.374,4.4,9.6,.463,.515,2.9,3.3,.870,1.0,4.3,5.4,8.4,1.1,0.3,3.0,3.6,24.0,2023
21,22,Mo Bamba,C,24,ORL,35,5,17.6,2.7,5.5,.495,1.0,2.7,.376,1.7,2.8,.606,.586,1.0,1.4,.694,1.2,3.6,4.8,1.0,0.3,1.0,0.6,2.2,7.4,2023
22,23,Paolo Banchero,PF,20,ORL,37,37,34.1,6.9,15.8,.439,1.4,4.3,.316,5.6,11.5,.485,.482,5.9,7.8,.760,1.1,5.6,6.6,3.8,1.1,0.5,2.9,2.5,21.1,2023
23,24,Desmond Bane,SG,24,MEM,23,23,30.7,7.4,16.4,.452,3.2,7.5,.424,4.3,9.0,.476,.549,3.7,4.1,.894,0.6,4.4,5.0,4.0,0.8,0.3,2.1,2.4,21.7,2023
24,25,Dalano Banton,PG,23,TOR,22,2,10.1,2.0,4.7,.423,0.6,2.0,.302,1.4,2.8,.508,.486,0.6,0.8,.824,0.4,1.0,1.5,1.2,0.5,0.5,0.6,1.1,5.2,2023
25,26,Dominick Barlow,SF,19,SAS,4,0,6.5,0.8,1.8,.429,0.0,0.8,.000,0.8,1.0,.750,.429,1.0,1.0,1.000,0.5,0.3,0.8,0.8,0.3,0.0,0.0,0.8,2.5,2023
26,27,Harrison Barnes,PF,30,SAC,42,42,32.1,4.7,9.6,.488,1.6,4.4,.366,3.1,5.2,.592,.572,4.2,5.1,.822,1.0,4.0,5.0,1.7,0.8,0.1,1.2,1.4,15.2,2023
27,28,Scottie Barnes,PF,21,TOR,41,40,34.2,6.0,13.2,.456,0.9,3.0,.289,5.2,10.3,.504,.488,2.5,3.2,.767,2.2,4.8,7.0,4.7,1.0,0.8,2.1,2.0,15.4,2023
28,29,RJ Barrett,SG,22,NYK,39,39,34.4,6.9,16.3,.427,1.8,5.5,.326,5.2,10.7,.480,.483,4.3,5.7,.757,0.9,4.6,5.5,2.9,0.5,0.2,2.3,2.4,20.0,2023
29,30,Will Barton,SG,32,WAS,36,0,20.2,2.7,7.2,.375,1.3,3.5,.365,1.4,3.7,.383,.463,0.8,1.1,.789,0.2,2.6,2.8,2.5,0.4,0.3,1.1,1.1,7.5,2023
30,31,Charles Bassey,C,22,SAS,24,1,13.6,2.0,2.9,.671,0.1,0.3,.333,1.9,2.7,.703,.686,0.7,1.0,.667,1.8,3.4,5.2,1.2,0.3,0.9,1.2,2.1,4.7,2023
31,32,Keita Bates-Diop,SF,27,SAS,31,12,17.5,2.9,5.6,.520,0.5,1.4,.372,2.4,4.2,.569,.566,1.1,1.4,.814,1.1,1.6,2.7,0.7,0.6,0.2,0.8,0.8,7.5,2023
32,33,Nicolas Batum,PF,34,LAC,42,9,21.9,2.1,5.0,.417,1.5,4.0,.386,0.6,1.1,.533,.569,0.5,0.7,.633,0.9,3.5,4.4,1.4,0.7,0.7,0.7,2.1,6.2,2023
33,34,Darius Bazley,PF,22,OKC,28,1,16.4,2.1,4.9,.438,0.5,1.4,.359,1.6,3.5,.469,.489,1.1,2.1,.552,0.9,2.8,3.6,1.0,0.6,1.0,0.7,1.1,5.9,2023
34,35,Bradley Beal,SG,29,WAS,24,24,33.6,8.6,16.4,.525,1.5,4.4,.340,7.1,12.0,.594,.571,4.1,4.8,.861,0.9,2.6,3.5,5.2,1.0,0.6,2.8,1.8,22.9,2023
35,36,Malik Beasley,SG,26,UTA,47,9,27.0,5.0,12.4,.399,3.0,8.6,.355,1.9,3.9,.497,.521,0.8,0.9,.837,0.5,3.0,3.5,1.7,0.9,0.2,1.1,1.3,13.7,2023
36,37,MarJon Beauchamp,SF,22,MIL,32,9,15.5,2.2,5.5,.395,1.1,3.3,.324,1.1,2.3,.500,.492,0.6,0.8,.720,1.0,1.5,2.5,0.7,0.5,0.1,1.0,1.6,6.0,2023
37,38,Dāvis Bertāns,PF,30,DAL,26,0,11.1,1.4,3.5,.402,1.2,3.1,.370,0.3,0.4,.636,.565,0.4,0.5,.833,0.2,0.8,1.0,0.3,0.2,0.1,0.3,1.2,4.4,2023
38,39,Patrick Beverley,PG,34,LAL,35,35,26.4,2.0,5.1,.394,1.1,3.3,.342,0.9,1.8,.492,.506,0.8,0.9,.818,0.6,2.9,3.5,2.5,0.8,0.6,1.0,2.8,6.0,2023
39,40,Saddiq Bey,SF,23,DET,43,25,28.7,4.5,11.2,.400,1.8,5.4,.333,2.7,5.8,.462,.480,3.5,4.1,.857,1.0,3.3,4.3,1.5,0.9,0.2,1.1,1.6,14.3,2023
40,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
41,41,Khem Birch,C,30,TOR,20,0,8.1,1.0,1.6,.594,0.1,0.1,.500,0.9,1.5,.600,.609,0.2,0.3,.800,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,2023
42,42,Goga Bitadze,C,23,IND,19,0,9.9,1.4,2.6,.551,0.2,0.7,.286,1.2,1.8,.657,.592,0.5,0.9,.500,1.1,1.2,2.3,0.9,0.4,0.5,0.5,1.8,3.5,2023
43,43,Bismack Biyombo,C,30,PHO,35,6,13.5,1.7,2.9,.569,0.0,0.0,,1.7,2.9,.569,.569,0.4,1.1,.325,1.1,2.6,3.8,0.8,0.3,1.3,0.9,1.9,3.7,2023
44,44,Buddy Boeheim,PG,23,DET,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
45,45,Bogdan Bogdanović,SG,30,ATL,20,3,31.0,5.8,13.9,.419,2.9,7.7,.370,3.0,6.2,.480,.522,1.2,1.4,.821,0.3,3.5,3.7,2.8,0.9,0.3,1.3,1.4,15.6,2023
46,46,Bojan Bogdanović,PF,33,DET,44,44,31.4,7.1,14.6,.487,2.4,5.9,.415,4.7,8.7,.535,.570,4.6,5.2,.885,0.5,3.1,3.6,2.8,0.6,0.1,2.3,1.8,21.2,2023
47,47,Bol Bol,PF,23,ORL,39,32,25.7,4.9,8.5,.585,0.7,1.8,.377,4.3,6.7,.640,.624,1.3,1.8,.743,1.3,5.6,6.9,0.9,0.5,1.5,1.9,1.4,11.9,2023
48,48,Leandro Bolmaro,SG,22,UTA,10,0,5.8,0.3,1.6,.188,0.0,0.3,.000,0.3,1.3,.231,.188,0.0,0.0,,0.3,0.1,0.4,0.6,0.3,0.1,0.7,0.7,0.6,2023
49,49,Devin Booker,SG,26,PHO,29,29,34.6,9.8,20.4,.477,2.3,6.2,.370,7.4,14.2,.524,.534,5.3,6.2,.850,0.8,3.8,4.6,5.6,0.9,0.4,2.4,2.7,27.1,2023
50,50,Brandon Boston Jr.,SG,21,LAC,16,0,9.6,1.8,4.8,.368,0.6,1.4,.435,1.1,3.3,.340,.434,1.3,1.6,.769,0.4,0.9,1.3,0.8,0.4,0.0,0.3,0.6,5.4,2023
51,51,Chris Boucher,PF,30,TOR,39,0,20.5,3.4,7.1,.471,0.8,2.6,.294,2.6,4.5,.574,.525,2.1,2.8,.752,2.0,3.5,5.5,0.5,0.7,0.7,0.5,2.0,9.6,2023
52,52,James Bouknight,SG,22,CHO,25,0,13.9,1.6,4.8,.333,0.6,2.5,.254,1.0,2.3,.421,.400,0.6,0.9,.682,0.2,1.8,2.0,1.1,0.5,0.2,0.7,1.2,4.4,2023
53,53,Tony Bradley,C,25,CHI,9,0,2.8,0.4,0.8,.571,0.2,0.4,.500,0.2,0.3,.667,.714,0.2,0.2,1.000,0.1,1.0,1.1,0.1,0.1,0.0,0.1,0.1,1.3,2023
54,54,Malaki Branham,SF,19,SAS,30,4,19.5,2.8,6.5,.423,1.0,3.2,.299,1.8,3.3,.545,.497,0.7,0.8,.800,0.2,1.5,1.7,1.6,0.4,0.1,1.1,1.3,7.2,2023
55,55,Christian Braun,SG,21,DEN,39,1,13.5,1.3,3.0,.444,0.3,1.0,.308,1.0,2.0,.513,.496,0.3,0.6,.565,0.6,1.3,1.9,0.5,0.3,0.2,0.4,1.0,3.3,2023
56,56,Mikal Bridges,SF,26,PHO,45,45,36.2,5.8,12.6,.460,1.8,4.4,.395,4.1,8.2,.496,.530,2.4,2.7,.892,1.0,3.5,4.6,3.4,1.2,0.9,1.4,2.1,15.8,2023
57,57,Oshae Brissett,SF,24,IND,39,0,16.4,1.9,4.5,.423,0.8,2.4,.340,1.1,2.1,.519,.514,1.4,2.1,.683,0.9,2.6,3.5,0.5,0.6,0.2,0.5,1.3,6.1,2023
58,58,Malcolm Brogdon,PG,30,BOS,39,0,23.8,4.9,10.1,.485,1.9,4.2,.454,3.0,5.9,.507,.579,2.5,2.8,.890,0.7,3.4,4.1,3.7,0.6,0.2,1.5,1.4,14.1,2023
59,59,Dillon Brooks,SF,27,MEM,39,39,30.5,6.2,15.3,.404,2.0,6.1,.335,4.2,9.2,.450,.471,2.1,2.7,.783,0.6,2.8,3.5,2.7,0.8,0.2,1.7,3.4,16.5,2023
60,60,Bruce Brown,SG,26,DEN,42,19,28.6,4.3,8.7,.493,1.3,3.3,.393,3.0,5.4,.555,.568,1.0,1.3,.811,0.8,3.3,4.1,3.8,1.0,0.7,1.6,2.3,11.0,2023
61,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
62,61,Greg Brown III,PF,21,POR,13,0,6.3,0.8,1.8,.458,0.1,0.5,.167,0.8,1.4,.556,.479,0.4,0.9,.417,0.2,1.2,1.4,0.1,0.3,0.4,0.5,0.8,2.2,2023
63,62,Jaylen Brown,SF,26,BOS,40,40,35.5,10.2,20.4,.498,2.5,7.5,.329,7.7,13.0,.595,.558,4.4,5.5,.795,1.2,5.9,7.1,3.2,1.1,0.5,3.1,2.8,27.2,2023
64,63,Kendall Brown,SG,19,IND,6,0,6.7,0.7,1.2,.571,0.0,0.2,.000,0.7,1.0,.667,.571,0.2,0.3,.500,0.3,0.7,1.0,0.5,0.7,0.0,0.3,1.5,1.5,2023
65,64,Moses Brown,C,23,LAC,32,1,7.9,1.7,2.7,.621,0.0,0.0,,1.7,2.7,.621,.621,0.9,2.2,.435,1.6,2.2,3.8,0.1,0.1,0.4,0.3,1.1,4.3,2023
66,65,Sterling Brown,SG,27,LAL,4,0,6.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.8,1.3,2.0,0.5,0.8,0.0,0.0,1.0,0.0,2023
67,66,Troy Brown Jr.,SF,23,LAL,38,20,23.4,2.5,5.8,.438,1.2,3.2,.361,1.4,2.6,.536,.539,0.5,0.5,1.000,0.7,3.1,3.9,0.7,0.8,0.2,0.8,1.4,6.7,2023
68,67,Jalen Brunson,PG,26,NYK,42,42,34.0,8.1,17.2,.470,1.8,4.5,.394,6.3,12.7,.497,.521,4.5,5.3,.851,0.6,3.1,3.7,6.3,0.9,0.2,2.1,2.3,22.4,2023
69,68,Thomas Bryant,C,25,LAL,30,18,22.0,5.1,7.9,.644,0.5,1.1,.412,4.6,6.7,.683,.674,2.0,2.7,.744,1.8,5.4,7.1,0.8,0.4,0.6,0.8,2.1,12.6,2023
70,69,Reggie Bullock,SF,31,DAL,43,30,29.3,2.0,5.4,.364,1.5,4.5,.338,0.4,0.8,.500,.506,0.4,0.6,.654,0.5,3.0,3.4,1.1,0.7,0.2,0.4,2.2,5.8,2023
71,70,Alec Burks,SG,31,DET,34,0,21.8,4.3,9.2,.465,2.0,4.4,.453,2.3,4.8,.475,.574,3.3,4.0,.810,0.3,2.7,3.0,2.2,0.8,0.1,1.1,2.1,13.8,2023
72,71,Jimmy Butler,SF,33,MIA,31,31,34.4,7.3,14.3,.511,0.6,2.0,.323,6.6,12.3,.542,.534,6.9,8.1,.852,2.2,4.2,6.4,5.2,2.1,0.4,1.8,1.3,22.1,2023
73,72,John Butler,C,20,POR,4,0,3.8,0.3,0.8,.333,0.0,0.5,.000,0.3,0.3,1.000,.333,0.0,0.0,,0.3,0.3,0.5,0.3,0.0,0.3,0.0,0.0,0.5,2023
74,73,Jamal Cain,SF,23,MIA,13,0,13.9,1.9,3.7,.521,0.2,0.8,.182,1.8,2.8,.622,.542,0.9,1.2,.750,0.9,2.0,2.9,0.6,0.6,0.0,0.3,1.2,4.9,2023
75,74,Kentavious Caldwell-Pope,SG,29,DEN,42,42,31.4,4.1,8.7,.477,2.1,4.5,.476,2.0,4.2,.477,.600,1.2,1.5,.825,0.5,2.6,3.0,2.2,1.2,0.3,1.1,2.0,11.7,2023
76,75,Facundo Campazzo,PG,31,DAL,8,0,6.5,0.4,1.6,.231,0.4,1.4,.273,0.0,0.3,.000,.346,0.1,0.3,.500,0.0,0.3,0.3,1.1,0.8,0.0,0.4,0.4,1.3,2023
77,76,Vlatko Čančar,PF,25,DEN,31,0,14.0,1.9,3.6,.513,0.9,1.9,.483,0.9,1.7,.547,.642,0.4,0.4,.923,0.5,1.6,2.1,1.2,0.4,0.2,0.6,1.7,5.1,2023
78,77,Clint Capela,C,28,ATL,28,27,27.3,5.5,8.5,.643,0.0,0.0,,5.5,8.5,.643,.643,1.1,1.8,.588,4.2,7.5,11.7,0.7,0.6,1.4,0.9,2.3,12.0,2023
79,78,Vernon Carey Jr.,C,21,WAS,7,0,2.1,0.1,0.4,.333,0.0,0.0,,0.1,0.4,.333,.333,0.0,0.0,,0.1,0.6,0.7,0.1,0.1,0.3,0.3,0.3,0.3,2023
80,79,Jevon Carter,PG,27,MIL,44,30,24.7,2.8,7.0,.399,1.5,3.8,.381,1.3,3.1,.420,.503,0.5,0.6,.815,0.5,2.2,2.7,2.8,1.1,0.5,1.2,2.0,7.5,2023
81,80,Wendell Carter Jr.,C,23,ORL,25,22,30.6,5.7,10.9,.522,1.2,3.5,.356,4.4,7.4,.600,.579,3.2,4.1,.775,2.1,6.4,8.6,2.8,0.4,0.6,2.2,2.9,15.8,2023
82,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
83,81,Alex Caruso,PG,28,CHI,38,17,24.5,1.9,4.4,.435,0.9,2.3,.395,1.0,2.2,.476,.536,0.9,1.2,.750,0.5,2.4,2.9,3.5,1.6,0.7,1.3,2.4,5.6,2023
84,82,Julian Champagnie,SF,21,PHI,2,0,3.5,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2023
85,83,Justin Champagnie,SF,21,TOR,3,0,3.7,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,0.0,,0.3,1.0,1.3,0.3,0.0,0.0,0.0,0.3,2.0,2023
86,84,Kennedy Chandler,PG,20,MEM,22,0,9.7,1.2,3.0,.400,0.1,0.6,.154,1.1,2.4,.462,.415,0.2,0.5,.455,0.3,1.1,1.4,2.1,0.5,0.2,0.7,0.6,2.7,2023
87,85,Max Christie,SG,19,LAL,26,2,13.8,1.3,3.1,.413,0.7,1.7,.422,0.5,1.3,.400,.531,0.2,0.2,.833,0.3,1.9,2.2,0.5,0.1,0.2,0.3,0.8,3.5,2023
88,86,Josh Christopher,SG,21,HOU,26,0,7.5,1.1,3.0,.359,0.2,1.1,.143,0.9,1.9,.480,.385,0.3,0.5,.750,0.2,0.8,1.0,0.7,0.2,0.1,0.6,0.7,2.7,2023
89,87,Brandon Clarke,PF,26,MEM,37,3,19.5,4.2,6.3,.661,0.0,0.2,.167,4.1,6.1,.674,.663,1.9,2.5,.742,1.4,4.0,5.4,1.1,0.5,0.7,1.1,2.4,10.2,2023
90,88,Jordan Clarkson,SG,30,UTA,46,46,32.7,7.6,16.8,.451,2.7,7.7,.351,4.9,9.1,.537,.532,3.2,3.9,.818,1.1,3.0,4.1,4.3,0.5,0.2,2.9,2.0,21.1,2023
91,89,Nic Claxton,C,23,BRK,39,39,28.5,5.3,7.3,.732,0.0,0.0,.000,5.3,7.3,.735,.732,1.3,2.7,.471,2.5,6.0,8.5,1.4,0.7,2.7,1.3,2.7,11.9,2023
92,90,Amir Coffey,SG,25,LAC,33,8,14.0,1.2,3.2,.371,0.3,0.9,.300,0.9,2.3,.400,.414,1.1,1.4,.800,0.5,0.8,1.2,1.3,0.2,0.1,0.4,1.1,3.7,2023
93,91,John Collins,PF,25,ATL,36,36,31.1,5.1,10.3,.501,0.7,3.2,.228,4.4,7.1,.624,.537,2.1,2.6,.800,1.2,6.7,7.8,1.2,0.7,1.3,1.3,3.3,13.1,2023
94,92,Zach Collins,C,25,SAS,33,7,20.3,3.6,6.7,.536,0.6,1.6,.377,3.0,5.1,.586,.581,1.5,2.2,.704,1.9,3.8,5.8,2.5,0.4,0.8,1.9,3.4,9.3,2023
95,93,Mike Conley,PG,35,UTA,35,34,29.4,3.4,8.8,.386,1.8,5.0,.354,1.6,3.8,.429,.487,1.7,2.2,.789,0.4,1.9,2.3,7.5,1.0,0.2,1.6,2.2,10.3,2023
96,94,Pat Connaughton,SG,30,MIL,28,12,23.4,2.8,7.7,.361,1.9,6.0,.317,0.9,1.8,.510,.484,0.4,0.7,.600,0.6,3.6,4.2,1.0,0.6,0.1,0.6,1.1,7.9,2023
97,95,Robert Covington,PF,32,LAC,26,0,16.8,2.0,5.1,.398,1.0,3.0,.321,1.1,2.1,.509,.492,0.9,1.2,.719,0.7,3.2,3.9,1.2,0.7,0.6,0.7,1.9,5.9,2023
98,96,Torrey Craig,SF,32,PHO,42,33,25.4,3.3,7.0,.473,1.4,3.5,.397,1.9,3.5,.548,.572,0.6,0.7,.774,2.0,3.6,5.6,1.5,0.7,0.6,0.8,2.5,8.5,2023
99,97,Jarrett Culver,SG,23,ATL,10,1,13.7,1.7,4.3,.395,0.1,1.2,.083,1.6,3.1,.516,.407,0.9,1.3,.692,1.0,2.8,3.8,0.6,0.6,0.2,0.7,1.4,4.4,2023
100,98,Cade Cunningham,PG,21,DET,12,12,33.3,7.8,18.7,.415,1.4,5.1,.279,6.3,13.6,.466,.453,3.0,3.6,.837,1.0,5.2,6.2,6.0,0.8,0.6,3.3,2.8,19.9,2023
101,99,Seth Curry,SG,32,BRK,30,1,21.5,3.6,7.8,.462,1.8,4.2,.421,1.8,3.6,.509,.575,0.8,0.8,.958,0.2,1.8,2.0,2.0,0.6,0.2,1.0,1.7,9.7,2023
102,100,Stephen Curry,PG,34,GSW,30,30,34.0,9.9,20.0,.493,4.9,11.6,.421,5.0,8.4,.591,.615,4.7,5.1,.909,0.6,5.8,6.4,6.3,0.9,0.4,3.1,2.1,29.3,2023
103,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,2023
104,101,Dyson Daniels,PG,19,NOP,35,8,19.3,1.7,3.8,.455,0.5,1.5,.358,1.2,2.3,.519,.527,0.4,0.7,.577,0.7,2.7,3.4,2.3,0.9,0.2,0.9,2.0,4.4,2023
105,102,Anthony Davis,C,29,LAL,25,25,33.4,10.2,17.2,.594,0.4,1.2,.290,9.8,15.9,.618,.605,6.6,8.0,.826,3.1,9.0,12.1,2.6,1.3,2.1,1.9,2.7,27.4,2023
106,103,Johnny Davis,SG,20,WAS,10,0,5.0,0.4,1.3,.308,0.0,0.3,.000,0.4,1.0,.400,.308,0.3,0.3,1.000,0.1,0.6,0.7,0.2,0.0,0.1,0.1,1.2,1.1,2023
107,104,Terence Davis,SG,25,SAC,34,4,13.0,2.3,5.5,.420,1.3,3.6,.347,1.1,1.9,.563,.535,0.6,0.6,.864,0.4,2.0,2.5,1.3,0.8,0.3,0.9,1.8,6.5,2023
108,105,JD Davison,PG,20,BOS,4,0,2.5,0.3,1.3,.200,0.0,0.5,.000,0.3,0.8,.333,.200,0.0,0.0,,0.0,0.5,0.5,0.3,0.3,0.0,0.3,0.0,0.5,2023
109,106,Dewayne Dedmon,C,33,MIA,29,0,11.7,2.2,4.3,.512,0.4,1.2,.306,1.8,3.1,.596,.556,1.1,1.5,.727,1.0,2.7,3.7,0.5,0.2,0.4,0.7,2.0,5.9,2023
110,107,Matthew Dellavedova,PG,32,SAC,19,0,5.9,0.5,1.4,.385,0.3,0.6,.417,0.3,0.7,.357,.481,0.1,0.2,.333,0.1,0.3,0.3,1.2,0.3,0.0,0.3,0.6,1.4,2023
111,108,DeMar DeRozan,SF,33,CHI,41,41,36.0,9.3,18.4,.506,0.4,1.4,.271,8.9,16.9,.526,.517,7.1,8.0,.887,0.5,4.5,5.0,4.9,1.0,0.5,2.0,2.7,26.1,2023
112,109,Moussa Diabaté,PF,21,LAC,8,1,11.3,1.6,3.0,.542,0.0,0.0,,1.6,3.0,.542,.542,0.9,1.1,.778,2.5,1.5,4.0,0.3,0.4,0.1,0.6,1.3,4.1,2023
113,110,Mamadi Diakite,PF,26,CLE,13,2,6.8,0.8,1.8,.478,0.3,1.0,.308,0.5,0.8,.700,.565,0.0,0.0,,0.2,0.6,0.8,0.2,0.2,0.4,0.5,0.8,2.0,2023
114,111,Hamidou Diallo,SG,24,DET,39,0,16.3,3.2,5.6,.562,0.1,0.5,.278,3.0,5.2,.587,.573,1.4,2.6,.560,1.1,2.4,3.5,0.9,0.7,0.2,1.1,2.2,7.9,2023
115,112,Gorgui Dieng,C,33,SAS,14,1,10.9,1.4,3.4,.417,0.7,2.4,.303,0.7,1.1,.667,.521,0.2,0.3,.750,1.0,2.0,3.0,1.9,0.1,0.5,0.9,1.6,3.8,2023
116,113,Ousmane Dieng,SF,19,OKC,14,0,15.7,1.8,4.2,.424,0.7,2.4,.294,1.1,1.8,.600,.508,0.1,0.3,.250,0.4,2.4,2.9,1.4,0.4,0.3,0.5,0.9,4.4,2023
117,114,Spencer Dinwiddie,PG,29,DAL,44,44,33.8,5.7,12.2,.465,2.5,6.2,.405,3.2,6.0,.527,.568,2.7,3.3,.833,0.4,2.6,3.0,5.2,0.8,0.3,1.6,2.4,16.6,2023
118,115,Donte DiVincenzo,SG,26,GSW,34,11,24.0,2.7,6.7,.402,1.7,4.7,.369,1.0,2.0,.478,.531,0.7,0.9,.862,1.0,3.7,4.7,3.1,1.3,0.1,1.3,1.9,7.9,2023
119,116,Luka Dončić,PG,23,DAL,40,40,37.4,11.4,22.8,.498,2.8,8.1,.351,8.5,14.8,.578,.560,8.3,11.3,.730,1.0,8.0,9.0,8.8,1.6,0.6,3.7,2.9,33.8,2023
